year,artist,songs,lyrics
2013,katyperry,roar,"I used to bite my tongue and hold my breath Scared to rock the boat and make a mess So I sat quietly Agreed politely  I guess that I forgot I had a choice I let you push me past the breaking point I stood for nothing So I fell for everything  You held me down, but I got up (Hey!) Already brushing off the dust You hear my voice, you hear that sound Like thunder gonna shake the ground You held me down, but I got up (Hey!) Get ready 'cause I've had enough I see it all, I see it now  I got the eye of the tiger A fighter Dancing through the fire 'Cause I am a champion and you're gonna hear me roar Louder, louder than a lion 'Cause I am a champion and you're gonna hear me roar  Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh You're gonna hear me roar  Now I'm floating like a butterfly Stinging like a bee I earned my stripes I went from zero To my own hero  You held me down, but I got up (Hey!) Already brushing off the dust You hear my voice, you hear that sound Like thunder gonna shake the ground You held me down, but I got up (Got up!) Get ready 'cause I've had enough I see it all, I see it now  I got the eye of the tiger A fighter Dancing through the fire 'Cause I am a champion and you're gonna hear me roar Louder, louder than a lion 'Cause I am a champion and you're gonna hear me roar  Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh You're gonna hear me roar  Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh You'll hear me roar Oh oh oh oh oh oh oh You're gonna hear me roar  Roar, roar, roar, roar, roar  I got the eye of the tiger A fighter Dancing through the fire 'Cause I am a champion and you're gonna hear me roar Louder, louder than a lion 'Cause I am a champion and you're gonna hear me roar  Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh You're gonna hear me roar  Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh You'll hear me roar Oh oh oh oh oh oh oh You're gonna hear me roar"
2013,robinthicke,blurredlines," Everybody get up Everybody get up   If you can't hear what I'm tryna say If you can't read from the same page Maybe I'm going deaf Maybe I'm going blind Maybe I'm out of my mind   Everybody get up   OK, now he was close Tried to domesticate you But you're an animal Baby, it's in your nature Just let me liberate you You don't need no papers That man is not your maker And that's why I'm gon' take a good girl   I know you want it I know you want it I know you want it You're a good girl Can't let it get past me You're far from plastic alright Talk about getting blasted  I hate these blurred lines I know you want it I know you want it I know you want it But you're a good girl  The way you grab me Must wanna get nasty Go ahead, get at me   Everybody get up   What do they make dreams for When you got them jeans on What do we need steam for You the hottest bitch in this place  I feel so lucky, You wanna hug me What rhymes with hug me?   Everybody get up   OK, now he was close Tried to domesticate you But you're an animal Baby, it's in your nature  Just let me liberate you You don't need no papers That man is not your maker And that's why I'm gon' take a good girl   I know you want it I know you want it I know you want it You're a good girl  Can't let it get past me You're far from plastic Talk about getting blasted I hate these blurred lines (I hate them lines) I know you want it (I hate them lines) I know you want it (I hate them lines) I know you want it But you're a good girl (good girl)  The way you grab me Hustle gang homie Must wanna get nasty Leggo a say brah Go ahead, get at me   Everybody get up   One thing I ask of you Lemme be the one you back that ass to Come on from Malibu to Paris boo Had a bitch, but she ain't bad as you So, hit me up when you pass through I'll give you something big enough to tear your ass in two Swag on 'em even when you dress casual I mean, it's almost unbearable   Everybody get up   In a hundred years not dare would I Pull a Pharcyde, let you pass me by Nothin' like your last guy, he too square for you He don't smack that ass and pull your hair like that  So I'm just watching and waitin' For you to salute the true big pimpin' Not many women can refuse this pimping I'm a nice guy, but don't get confused, this pimpin'   Shake your rump Get down, get up Do it like it hurt, like it hurt What you don't like work   Baby, can you breathe I got this from Jamaica It always works for me Dakota to Decatur  No more pretending 'Cause now you're winning Here's our beginning I always wanted a good girl   I know you want it I know you want it I know you want it You're a good girl  Can't let it get past me You're far from plastic alright Talk about getting blasted I hate these blurred lines   Everybody get up  I know you want it I know you want it I know you want it But you're a good girl  The way you grab me Must wanna get nasty Go ahead, get at me   Everybody get up   Everybody get up Everybody get up"
2013,baauer,harlemshake,"Con los terroristas, -tas, -tas, -tas -tas -tas -tas -tas, -tas -tas -tas -tas -tas  Then do the Harlem Shake (Shake!) Ey (Shake!), con los terroristas Ey (Shake!), ey (Shake!) Ey (Shake!), ey (Shake!) Ey (Shake!), ey (Shake!)  (Shake!) -tas, (Shake!) -tas, -tas, (Shake!) -tas, -tas, -tas, -tas -tas, -tas, (Shake!) -tas, -tas, (Shake!) -tas, -tas, -tas, -tas -tas, -tas, -tas, -tas, -tas -tas -tas -tas -tas -tas -tas -tas -tas  Then do the Harlem Shake (Shake!) Ey (Shake!), con los terroristas Ey, (Shake!) ey (Shake!)  Shake, shake Shake, ey (Shake!) Ey (Shake!), ey (Shake!) Ey (Shake!)"
2013,brunomars,wheniwasyourman,"Same bed but it feels just a little bit bigger now Our song on the radio but it don't sound the same When our friends talk about you, all it does is just tear me down 'Cause my heart breaks a little when I hear your name  It all just sounds like oooooh… Mmm, too young, too dumb to realize That I should've bought you flowers And held your hand Should've gave you all my hours When I had the chance Take you to every party 'Cause all you wanted to do was dance Now my baby's dancing But she's dancing with another man  My pride, my ego, my needs, and my selfish ways Caused a good strong woman like you to walk out my life Now I'll never, never get to clean up the mess I made, ohh… And it haunts me every time I close my eyes  It all just sounds like oooooh… Mmm, too young, too dumb to realize That I should've bought you flowers And held your hand Should've gave you all my hours When I had the chance Take you to every party 'Cause all you wanted to do was dance Now my baby's dancing But she's dancing with another man  Although it hurts I'll be the first to say that I was wrong Oh, I know I'm probably much too late To try and apologize for my mistakes But I just want you to know  I hope he buys you flowers I hope he holds your hand Give you all his hours When he has the chance Take you to every party 'Cause I remember how much you loved to dance Do all the things I should have done When I was your man Do all the things I should have done When I was your man"
2013,floridageorgialine,cruise,"Baby you a song You make me wanna roll my windows down and cruise  Hey baby  Yeah, when I first saw that bikini top on her She’s poppin’ right out of the South Georgia water Thought, ""Oh, good lord, she had them long tanned legs!"" Couldn’t help myself so I walked up and said  Baby you a song You make me wanna roll my windows down and cruise Down a back road blowin’ stop signs through the middle Every little farm town with you In this brand new Chevy with a lift kit Would look a hell of a lot better with you up in it So baby you a song You make me wanna roll my windows down and cruise  She was sippin’ on Southern and singin’ Marshall Tucker We were falling in love in the sweet heart of summer She hopped right up into the cab of my truck and said, ""Fire it up, let’s go get this thing stuck.""  Baby you a song You make me wanna roll my windows down and cruise Down a back road blowin’ stop signs through the middle Every little farm town with you In this brand new Chevy with a lift kit Would look a hell of a lot better with you up in it So baby you a song You make me wanna roll my windows down and cruise  When that summer sun fell to its knees I looked at her and she looked at me And I turned on those KC lights and drove all night 'Cause it felt so right, her and I, man we felt so right  I put it in park and Grabbed my guitar And strummed a couple chords And sang from the heart Girl you sure got the beat in my chest bumpin’ Hell, I can’t get you out of my head  Baby you a song You make me wanna roll my windows down and cruise Down a back road blowin’ stop signs through the middle Every little farm town with you  Baby you a song You make me wanna roll my windows down and cruise Down a back road blowin’ stop signs through the middle Every little farm town with you In this brand new Chevy with a lift kit Would look a hell of a lot better with you up in it Come on  Baby you a song You make me wanna roll my windows down and cruise  Come on, girl Get those windows down and cruise Aww, yeah."
2013,justintimberlake,mirrors,"Aren't you somethin' to admire? 'Cause your shine is somethin' like a mirror And I can't help but notice You reflect in this heart of mine If you ever feel alone and The glare makes me hard to find Just know that I'm always parallel on the other side  'Cause with your hand in my hand and a pocket full of soul I can tell you there's no place we couldn't go Just put your hand on the glass I'm here tryin' to pull you through You just gotta be strong  'Cause I don't wanna lose you now I'm lookin' right at the other half of me The vacancy that sat in my heart Is a space that now you hold Show me how to fight for now And I'll tell you, baby, it was easy Comin' back here to you once I figured it out You were right here all along  It's like you're my mirror My mirror staring back at me I couldn't get any bigger With anyone else beside of me And now it's clear as this promise That we're making two reflections into one 'Cause it's like you're my mirror My mirror staring back at me, staring back at me  Aren't you somethin', an original 'Cause it doesn't seem merely a sample And I can't help but stare, 'cause I see truth somewhere in your eyes I can't ever change without you You reflect me, I love that about you And if I could, I would look at us all the time  'Cause with your hand in my hand and a pocket full of soul I can tell you there's no place we couldn't go Just put your hand on the glass I'm here tryin' to pull you through You just gotta be strong  'Cause I don't wanna lose you now I'm lookin' right at the other half of me The vacancy that sat in my heart Is a space that now you hold Show me how to fight for now And I'll tell you, baby, it was easy Comin' back here to you once I figured it out You were right here all along  It's like you're my mirror My mirror staring back at me I couldn't get any bigger With anyone else beside of me And now it's clear as this promise That we're making two reflections into one 'Cause it's like you're my mirror My mirror staring back at me, staring back at me  Yesterday is history Tomorrow's a mystery I can see you lookin' back at me Keep your eyes on me Baby, keep your eyes on me  'Cause I don't wanna lose you now I'm lookin' right at the other half of me The vacancy that sat in my heart Is a space that now you hold Show me how to fight for now (please show me, baby) I'll tell you, baby, it was easy Comin' back here to you once I figured it out You were right here all along  It's like you're my mirror My mirror staring back at me I couldn't get any bigger With anyone else beside of me And now it's clear as this promise That we're making two reflections into one 'Cause it's like you're my mirror My mirror staring back at me, staring back at me  You are, you are the love of my life   Now you're the inspiration of this precious song And I just wanna see your face light up since you put me on So now I say goodbye to the old me, it's already gone And I can't wait wait wait wait wait to get you home Just to let you know, you are  You are, you are the love of my life   Girl you're my reflection, all I see is you My reflection, in everything I do You're my reflection and all I see is you My reflection, in everything I do  You are, you are the love of my life "
2013,pink,justgivemeareason,"Right from the start You were a thief You stole my heart And I your willing victim I let you see the parts of me That weren't all that pretty And with every touch you fixed them  Now you've been talking in your sleep, oh, oh Things you never say to me, oh, oh Tell me that you've had enough Of our love, our love  Just give me a reason Just a little bit's enough Just a second we're not broken just bent And we can learn to love again It's in the stars It's been written in the scars on our hearts We're not broken just bent And we can learn to love again  I'm sorry I don't understand Where all of this is coming from I thought that we were fine (Oh, we had everything) Your head is running wild again My dear we still have everythin' And it's all in your mind (Yeah, but this is happenin')  You've been havin' real bad dreams, oh, oh You used to lie so close to me, oh, oh There's nothing more than empty sheets Between our love, our love Oh, our love, our love, love  Just give me a reason Just a little bit's enough Just a second we're not broken just bent And we can learn to love again I never stopped You're still written in the scars on my heart You're not broken just bent And we can learn to love again  Oh, tear ducts and rust I'll fix it for us We're collecting dust But our love's enough You're holding it in You're pouring a drink No nothing is as bad as it seems We'll come clean  Just give me a reason Just a little bit's enough Just a second we're not broken just bent And we can learn to love again It's in the stars It's been written in the scars on our hearts That we're not broken just bent And we can learn to love again  Just give me a reason Just a little bit's enough Just a second we're not broken just bent And we can learn to love again It's in the stars It's still written in the scars on our hearts That we're not broken just bent And we can learn to love again  Oh-oh, we can learn to love again Oh-oh, can learn to love again Oh, oh, that we're not broken just bent And we can learn to love again"
2013,macklemore,thriftshop,"Hey, Macklemore! Can we go thrift shopping?  What, what, what, what...   Bada, bada, badadada   I'm gonna pop some tags Only got twenty dollars in my pocket I - I - I'm hunting, looking for a come-up This is fucking awesome  Nah, walk into the club like, ""What up? I got a big cock!"" I'm so pumped about some shit from the thrift shop Ice on the fringe, it's so damn frosty The people like, ""Damn! That's a cold ass honkey."" Rollin' in, hella deep, headed to the mezzanine, Dressed in all pink, 'cept my gator shoes, those are green Draped in a leopard mink, girls standin' next to me Probably shoulda washed this, smells like R. Kelly sheets Piss But shit! It was ninety-nine cents! Bag it Coppin' it, washin' it, 'bout to go and get some compliments Passin' up on those moccasins someone else's been walkin' in Bummy and grungy, fuck it, man I am stuntin' and flossin' and Savin' my money and I'm hella happy that's a bargain, bitch I'm a take your grandpa's style, I'm a take your grandpa's style, No, for real. Ask your grandpa. Can I have his hand-me-downs? Thank you Velour jumpsuit and some house slippers Dookie brown leather jacket that I found diggin' They had a broken keyboard, I bought a broken keyboard I bought a skeet blanket, then I bought a kneeboard Hello, hello, my ace man, my Mello John Wayne ain't got nothing on my fringe game, hell no I could take some Pro Wings, make them cool, sell those The sneaker heads would be like ""Aw, he got the Velcros""   I'm gonna pop some tags Only got twenty dollars in my pocket I - I - I'm hunting, looking for a come-up This is fucking awesome  What you know about rockin' a wolf on your noggin? What you knowin' about wearin' a fur fox skin? I'm digging, I'm digging, I'm searching right through that luggage One man's trash, that's another man's come-up Thank your granddad for donating that plaid button-up shirt 'Cause right now I'm up in her skirt I'm at the Goodwill, you can find me in the Uptons I'm not, I'm not stuck, I'm searchin' in that section Uptons Your grammy, your aunty, your momma, your mammy I'll take those flannel zebra jammies, second-hand, I rock that motherfucker The built-in onesie with the socks on that motherfucker I hit the party and they stop in that motherfucker They be like, ""Oh, that Gucci. That's hella tight."" I'm like, ""Yo, that's fifty dollars for a T-shirt."" Limited edition, let's do some simple addition Fifty dollars for a T-shirt - that's just some ignorant bitch. Shit I call that getting swindled and pimped. Shit I call that getting tricked by a business That shirt's hella dough And having the same one as six other people in this club is a hella don't Peep game, come take a look through my telescope Tryna get girls from a brand. Man, you hella won't Man you hella won't  Goodwill... poppin' tags... yeah!  I'm gonna pop some tags Only got twenty dollars in my pocket I - I - I'm hunting, looking for a come-up This is fucking awesome  I wear your granddad's clothes I look incredible I'm in this big-ass coat From that thrift shop down the road I wear your granddad's clothes, damn right I look incredible, now come on, man I'm in this big-ass coat, big-ass coat From that thrift shop down the road. Let's go, come on  I'm gonna pop some tags Only got twenty dollars in my pocket I - I - I'm hunting, looking for a come-up This is fucking awesome  Is that your grandma's coat?"
2013,macklemore,cantholdus,"Ay, ay, ay Good to see you, come on in, let's go Yeah, let's go Ha-ha-ha-ha Alright, alright OK, uh, alright, OK Alright, OK  Return of the Mack, get up! What it is, what it does, what it is, what it isn't Looking for a better way to get up out of bed Instead of getting on the Internet and checking on who hit me  Get up! Thrift shop, pimp-strut walking, little bit of humble, little bit of cautious Somewhere between like Rocky and Cosby. Sweater game, nope, nope y'all can't copy  Yup. Bad, moon-walking, this here is our party, my posse's been on Broadway And we did it our way Grown music, I shed my skin and put my bones into everything I record to it And yet I'm on  Let that stage light go and shine on down Got that Bob Barker suit game and Plinko in my style  Money, stay on my craft and stick around for those pounds But I do that to pass the torch and put on for my town  Trust me. On my I-N-D-E-P-E-N-D-E-N-T shit, hustling Chasing dreams since I was fourteen with the four-track bussing Halfway cross that city with the backpack, fat cat, crush shit  Labels out here Nah, they can't tell me nothing (Hey, hey, hey) We give that to the people Spread it across the country (Hey, hey, hey) Labels out here Nah, they can't tell me nothing (Hey, hey, hey) We give it to the people Spread it across the country (Hey, hey, hey)  Can we go back? This is the moment Tonight is the night, we'll fight 'til it's over So we put our hands up like the ceiling can't hold us Like the ceiling can't hold us  Can we go back? This is the moment Tonight is the night, we'll fight 'til it's over So we put our hands up like the ceiling can't hold us Like the ceiling can't hold us  Nah, can I kick it? Thank you. Yeah I'm so damn grateful I grew up, really wanted gold fronts But that's what you get when Wu-Tang raised you  Y'all can't stop me, go hard like I got a 808 in my heart beat And I'm eating at the beat like you give a little speed to a great white shark on Shark Week  Raw. Time to go off. I'm gone Deuces goodbye. I got a world to see, and my girl she wanna see Rome Caesar'll make you a believer  Nah I never ever did it for a throne That validation comes from giving it back to the people Nah sing this song and it goes like  ""Raise those hands, this is our party We came here to live life like nobody was watching"" I got my city right behind me If I fall, they got me Learn from that failure gain humility and then we keep marching. I said  Can we go back? This is the moment Tonight is the night, we'll fight 'til it's over So we put our hands up like the ceiling can't hold us Like the ceiling can't hold us  Can we go back? This is the moment Tonight is the night, we'll fight 'til it's over So we put our hands up like the ceiling can't hold us Like the ceiling can't hold us  And so we put our hands up And so we put our hands up  Wa oh oh oh wa oh oh oh wa oh oh Let's go!  Na na na na na na na na (aha) Hey And all my people say  Na na na na na na na na (that's right, feels good) Hey And all my people say  Na na na na na na na na (it's alright) (Oh oh oh oh oh oh oh oh) And all my people say  Na na na na na na na na Mack-le-le-le-le-le-more   Can we go back? This is the moment Tonight is the night, we'll fight 'til it's over So we put our hands up like the ceiling can't hold us Like the ceiling can't hold us Can we go back? This is the moment Tonight is the night, we'll fight 'til it's over So we put our hands up like the ceiling can't hold us Like the ceiling can't hold us"
2014,magic,rude,"Saturday morning jumped out of bed And put on my best suit Got in my car and raced like a jet All the way to you Knocked on your door with heart in my hand To ask you a question 'Cause I know that you're an old-fashioned man, yeah  Can I have your daughter for the rest of my life? Say yes, say yes 'cause I need to know You say I'll never get your blessing 'til the day I die Tough luck, my friend, but the answer is 'No'  Why you gotta be so rude? Don't you know I'm human too? Why you gotta be so rude? I'm gonna marry her anyway  Marry that girl Marry her anyway Marry that girl Yeah, no matter what you say Marry that girl And we'll be a family Why you gotta be so Rude  I hate to do this, you leave no choice Can't live without her Love me or hate me we will be both Standing at that altar Or we will run away To another galaxy, you know You know she's in love with me She will go anywhere I go  Can I have your daughter for the rest of my life? Say yes, say yes 'cause I need to know You say I'll never get your blessing 'til the day I die Tough luck, my friend, 'cause the answer's still 'No""  Why you gotta be so rude? Don't you know I'm human too? Why you gotta be so rude? I'm gonna marry her anyway  Marry that girl Marry her anyway Marry that girl No matter what you say Marry that girl And we'll be a family Why you gotta be so Rude Rude  Can I have your daughter for the rest of my life? Say yes, say yes 'cause I need to know You say, I'll never get your blessing 'til the day I die Tough luck, my friend, but 'No' still means 'No'!  Why you gotta be so rude? Don't you know I'm human too? Why you gotta be so rude? I'm gonna marry her anyway  Marry that girl Marry her anyway Marry that girl No matter what you say Marry that girl And we'll be a family Why you gotta be so Rude Why you gotta be so Rude Why you gotta be so rude?"
2014,katyperry,darkhorse,"Oh, no   Yeah Ya'll know what it is Katy Perry Juicy J, aha Let's rage   I knew you were You were gonna come to me And here you are But you better choose carefully 'Cause I, I'm capable of anything Of anything and everything  Make me your Aphrodite Make me your one and only But don't make me your enemy, your enemy, your enemy  So you wanna play with magic? Boy, you should know what you're falling for Baby, do you dare to do this? 'Cause I'm coming at you like a dark horse  Are you ready for, ready for A perfect storm, perfect storm? 'Cause once you're mine, once you're mine There is no going back  Mark my words This love will make you levitate Like a bird Like a bird without a cage But down to earth If you choose to walk away, don't walk away  It's in the palm of your hand now, baby It's a ""yes"" or ""no"", no ""maybe"" So just be sure before you give it all to me All to me, give it all to me  So you wanna play with magic? Boy, you should know what you're falling for Baby, do you dare to do this? 'Cause I'm coming at you like a dark horse  Are you ready for, ready for A perfect storm, perfect storm? 'Cause once you're mine, once you're mine (love trippin') There's no going back   Uh She's a beast I call her ""Karma"" (come back) She eats your heart out Like Jeffrey Dahmer (woo) Be careful Try not to lead her on Shorty's heart is on steroids 'Cause her love is so strong  You may fall in love When you meet her If you get the chance you better keep her She's sweet as pie but if you break her heart She'll turn cold as a freezer That fairy-tale ending with a knight in shining armor She can be my Sleeping Beauty I'm gon' put her in a coma Woo!  Damn I think I love her Shorty so bad, I'm sprung and I don't care She ride me like a roller-coaster Turned the bedroom into a fair (a fair!) Her love is like a drug I was tryna hit it and quit it But lil' mama so dope I messed around and got addicted   So you wanna play with magic? Boy, you should know what you're falling for (you should know) Baby, do you dare to do this? 'Cause I'm coming at you like a dark horse (like a dark horse)  Are you ready for, ready for (ready for) A perfect storm, perfect storm (a perfect storm)? 'Cause once you're mine, once you're mine (mine) There's no going back"
2014,johnlegend,allofme,"What would I do without your smart mouth? Drawin' me in and you kickin' me out You've got my head spinnin', no kiddin' I can't pin you down What's goin' on in that beautiful mind? I'm on your magical mystery ride And I'm so dizzy, don't know what hit me But I'll be alright  My head's under water, but I'm breathing fine You're crazy and I'm out of my mind  'Cause all of me Loves all of you Love your curves and all your edges All your perfect imperfections Give your all to me I'll give my all to you You're my end and my beginnin' Even when I lose, I'm winnin'  'Cause I give you all of me And you give me all of you, oh-oh  How many times do I have to tell you? Even when you're crying, you're beautiful too The world is beating you down, I'm around Through every mood You're my downfall, you're my muse My worst distraction, my rhythm and blues I can't stop singing, it's ringing In my head for you  My head's under water, but I'm breathin' fine You're crazy and I'm out of my mind  'Cause all of me Loves all of you Love your curves and all your edges All your perfect imperfections Give your all to me I'll give my all to you You're my end and my beginnin' Even when I lose, I'm winnin'  'Cause I give you all of me And you give me all of you, oh-oh  Give me all of you, oh Cards on the table, we're both showing hearts Risking it all, though it's hard  'Cause all of me Loves all of you Love your curves and all your edges All your perfect imperfections Give your all to me I'll give my all to you You're my end and my beginnin' Even when I lose, I'm winnin'  'Cause I give you all of me And you give me all of you  I give you all of me And you give me all of you, oh-oh"
2014,arianagrande,problem,"Uh huh! It's Iggy Iggs! I got one more problem with you girl One less one less! Problem   Hey baby even though I hate ya! I wanna love ya I want you! And even though I can't forgive you I really want ta I want you!  Tell me, tell me baby Why can't you leave me? 'Cause even though I shouldn't want it I gotta have it I want you!  Head in the clouds Got no weight on my shoulders I should be wiser And realize that I've got   One less problem without ya! I got! One less problem without ya! I got! One less problem without ya!  I got one less, one less problem  One less problem without ya I got! One less problem without ya! I got! One less problem without ya!  I got one less, one less problem   I know you're never gonna wake up I gotta give up But it's you! I know I shouldn't ever call back Or let you come back But it's you! Every time you touch me And say you love me I get a little bit breathless I shouldn't want it But it's you!  Head in the clouds Got no weight on my shoulders I should be wiser And realize that I've got   One less problem without ya! I got! One less problem without ya! I got! One less problem without ya!  I got one less, one less problem  One less problem without ya I got! One less problem without ya! (Ooh, babe) I got! One less problem without ya!  (Ooh, whoa) I got one less, one less problem   It's Iggy Iggs! Uh! What you got? Smart money bettin' I'll be better off without you In no time I'll be forgettin' all about you You saying that you know But I really really doubt you Understand my life is easy When I ain't around you Iggy Iggy Too biggie to be here stressin' I'm thinkin' I love the thought of you More than I love your presence And the best thing now Is probably for you to exit I let you go Let you back I finally learned my lesson! No half-stepping Either you want it or you just playin' I'm listening to you knowin' I can't believe what you're sayin' There's a million you's baby boo So don't be dumb I got 99 problems But you won't be one Like what!   One less, one less problem One less, one less problem  Head in the clouds Got no weight on my shoulders I should be wiser And realize that I've got (I've got)   One less problem without ya! (Babe) I got! One less problem without ya! (No, babe) I got! One less problem without ya!  I got one less, one less problem (Ooh, baby)  One less problem without ya I got! One less problem without ya! I got! One less problem without ya!  I got one less, one less problem, problem, baby  One less problem without ya I got one less problem without ya (Without you) I got! One less problem without ya! (I got one less, one less, yeah) I got!  I got one less, one less problem"
2014,pharrellwilliams,happy,"It might seem crazy what I'm about to say Sunshine she's here, you can take a break I'm a hot air balloon that could go to space With the air, like I don't care, baby, by the way  Uh  (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do  Here come bad news, talking this and that (Yeah!) Well, give me all you got, don't hold it back (Yeah!) Well, I should probably warn you I'll be just fine (Yeah!) No offense to you Don't waste your time, here's why  (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do  Bring me down Can't nothing bring me down My level's too high to bring me down Can't nothing bring me down, I said Bring me down Can't nothing bring me down My level's too high to bring me down Can't nothing bring me down, I said  (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do  Bring me down Can't nothing bring me down My level's too high to bring me down Can't nothing bring me down, I said  (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do"
2014,onerepublic,countingstars,"Lately, I've been, I've been losing sleep Dreaming about the things that we could be But, baby, I've been, I've been praying hard Said no more counting dollars, we'll be counting stars Yeah, we'll be counting stars  I see this life like a swinging vine Swing my heart across the line And in my face is flashing signs Seek it out and ye shall find  Old but I'm not that old Young but I'm not that bold And I don't think the world is sold On just doing what we're told  I feel something so right doing the wrong thing And I feel something so wrong doing the right thing I couldn't lie, couldn't lie, couldn't lie Everything that kills me makes me feel alive  Lately, I've been, I've been losing sleep Dreaming about the things that we could be But, baby, I've been, I've been praying hard Said no more counting dollars, we'll be counting stars  Lately, I've been, I've been losing sleep Dreaming about the things that we could be But, baby, I've been, I've been praying hard Said no more counting dollars, we'll be, we'll be counting stars  I feel your love, and I feel it burn Down this river every turn Hope is our four-letter word Make that money, watch it burn  Old, but I'm not that old Young, but I'm not that bold And I don't think the world is sold On just doing what we're told  And I feel something so wrong doing the right thing I couldn't lie, couldn't lie, couldn't lie Everything that drowns me makes me wanna fly  Lately, I've been, I've been losing sleep Dreaming about the things that we could be But, baby, I've been, I've been praying hard Said no more counting dollars, we'll be counting stars  Lately, I've been, I've been losing sleep Dreaming about the things that we could be But, baby, I've been, I've been praying hard Said no more counting dollars, we'll be, we'll be counting stars  Oh, take that money, watch it burn Sink in the river the lessons I've learned Take that money, watch it burn Sink in the river the lessons I've learned Take that money, watch it burn Sink in the river the lessons I've learned Take that money, watch it burn Sink in the river the lessons I've learned  Everything that kills me makes me feel alive  Lately, I've been, I've been losing sleep Dreaming about the things that we could be But, baby, I've been, I've been praying hard Said no more counting dollars, we'll be counting stars  Lately, I've been, I've been losing sleep Dreaming about the things that we could be But, baby, I've been, I've been praying hard Said no more counting dollars, we'll be, we'll be counting stars  Take that money, watch it burn Sink in the river the lessons I've learned Take that money, watch it burn Sink in the river the lessons I've learned Take that money ,watch it burn Sink in the river the lessons I've learned Take that money, watch it burn Sink in the river the lessons I've learned"
2014,iggyazalea,fancy,"First things first, I'm the realest (Realest) Drop this and let the whole world feel it (Let 'em feel it) And I'm still in the Murda Bizness I can hold you down, like I'm giving lessons in physics (Right, right?) You should want a bad bitch like this (Huh?) Drop it low and pick it up just like this (Yeah) Cup of Ace, cup of Goose, cup of Cris High heels, something worth a half a ticket on my wrist (On my wrist) Taking all the liquor straight, never chase that (Never) Rooftop like we bringing '88 back (What?) Bring the hooks in, where the bass at? Champagne spilling, you should taste that   I'm so fancy, you already know I'm in the fast lane, from L.A. to Tokyo I'm so fancy, can't you taste this gold? Remember my name, 'bout to blow-oh-oh-oh   I said baby, I do this, I thought that you knew this Can't stand no haters, and honest, the truth is That my flow retarded, each beat dear, departed Swagger on stupid, I can't shop in no department And get my money on time, if they got money, decline And swear I meant that there so much that I give that line a rewind Said I get my money on time, if they got money, decline I just can't worry 'bout no haters, gotta stay on my grind Now tell me, who that, who that? That do that, do that? Put that paper over all, I thought you knew that, knew that I be that I-G-G-Y, put my name in bold I been working, I'm up in here with some change to throw   I'm so fancy, you already know I'm in the fast lane, from L.A. to Tokyo I'm so fancy, can't you taste this gold? Remember my name, 'bout to blow-oh-oh-oh  Trash the hotel, let's get drunk on the minibar Make the phone call, feels so good getting what I want Yeah, keep on turning it up Chandelier swinging, we don't give a fuck Film star, yeah, I'm deluxe Classic, expensive, you don't get to touch, ow!   Still stunting, how you love that? Got the whole world asking how I does that Hot girl, hands off, don't touch that Look at it, I bet you wishing you could clutch that That's just the way you like it, huh? It's so good, he just wishing he could bite it, huh? Never turn down nothing Slayin' these hoes, gold trigger on the gun like   I'm so fancy, you already know I'm in the fast lane, from L.A. to Tokyo I'm so fancy, can't you taste this gold? Remember my name, 'bout to blow-oh-oh-oh   Who that, who that? I-G-G-Y That do that, do that, I-G-G-Y Who that, who that? I-G-G-Y (Blow-oh-oh-oh) Who that, who that? I-G-G-Y That do that, do that, I-G-G-Y Who that, who that? I-G-G-Y (Blow-oh-oh-oh)"
